id,Year,Demographic Condition,Gender diverse,Demographic Q_code,Question number,Question Title,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSWER COUNT,Department,INDICATOR_ID,INDICATOR,SUB-INDICATOR_ID,SUB-INDICATOR,SUB-INDICATOR,SUBINDICATORENG
224967,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",49,51,9999,9999,9999,9999,9999,9999,9999,9999,49,99,9999,271,Transport Canada,3,WORKFORCE,7,Work-life balance and workload
224968,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",38,62,9999,9999,9999,9999,9999,9999,9999,9999,38,99,9999,376,"Immigration, Refugees and Citizenship Canada",3,WORKFORCE,7,Work-life balance and workload
224969,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",46,54,9999,9999,9999,9999,9999,9999,9999,9999,46,99,9999,284,Global Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
224970,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",43,57,9999,9999,9999,9999,9999,9999,9999,9999,43,99,9999,189,Natural Resources Canada,3,WORKFORCE,7,Work-life balance and workload
224971,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,307,Royal Canadian Mounted Police,3,WORKFORCE,7,Work-life balance and workload
224972,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",41,59,9999,9999,9999,9999,9999,9999,9999,9999,41,99,9999,300,Indigenous Services Canada,3,WORKFORCE,7,Work-life balance and workload
224973,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,277,Veterans Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
224974,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",44,56,9999,9999,9999,9999,9999,9999,9999,9999,44,99,9999,240,Department of Justice,3,WORKFORCE,7,Work-life balance and workload
224975,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",59,41,9999,9999,9999,9999,9999,9999,9999,9999,59,99,9999,86,Canadian Heritage,3,WORKFORCE,7,Work-life balance and workload
224976,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",40,60,9999,9999,9999,9999,9999,9999,9999,9999,40,99,9999,73,Public Service Commission of Canada,3,WORKFORCE,7,Work-life balance and workload
224977,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",53,47,9999,9999,9999,9999,9999,9999,9999,9999,53,99,9999,99,Crown-Indigenous Relations and Northern Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
224980,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",41,59,9999,9999,9999,9999,9999,9999,9999,9999,41,99,9999,24,Canadian Grain Commission,3,WORKFORCE,7,Work-life balance and workload
224981,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",48,52,9999,9999,9999,9999,9999,9999,9999,9999,48,99,9999,166,Treasury Board of Canada Secretariat,3,WORKFORCE,7,Work-life balance and workload
224989,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",34,66,9999,9999,9999,9999,9999,9999,9999,9999,34,99,9999,357,Shared Services Canada,3,WORKFORCE,7,Work-life balance and workload
224994,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",32,68,9999,9999,9999,9999,9999,9999,9999,9999,32,99,9999,12,Western Economic Diversification Canada,3,WORKFORCE,7,Work-life balance and workload
224997,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",47,53,9999,9999,9999,9999,9999,9999,9999,9999,47,99,9999,138,National Research Council Canada,3,WORKFORCE,7,Work-life balance and workload
225009,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",61,39,9999,9999,9999,9999,9999,9999,9999,9999,61,99,9999,40,Natural Sciences and Engineering Research Council of Canada,3,WORKFORCE,7,Work-life balance and workload
225011,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",43,57,9999,9999,9999,9999,9999,9999,9999,9999,43,99,9999,626,Canada Border Services Agency,3,WORKFORCE,7,Work-life balance and workload
225013,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",48,52,9999,9999,9999,9999,9999,9999,9999,9999,48,99,9999,249,Canadian Food Inspection Agency,3,WORKFORCE,7,Work-life balance and workload
225014,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,197,Parks Canada,3,WORKFORCE,7,Work-life balance and workload
225015,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,112,Communications Security Establishment Canada,3,WORKFORCE,7,Work-life balance and workload
225019,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",51,49,9999,9999,9999,9999,9999,9999,9999,9999,51,99,9999,23,Federal Economic Development Agency for Southern Ontario,3,WORKFORCE,7,Work-life balance and workload
225020,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",36,64,9999,9999,9999,9999,9999,9999,9999,9999,36,99,9999,103,Statistical Survey Operations,3,WORKFORCE,7,Work-life balance and workload
225021,2020,Q119A = 2,"A seeing disability affects vision, including total blindness, partial sight and visual distortion - Not selected",2022,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",52,48,9999,9999,9999,9999,9999,9999,9999,9999,52,99,9999,67,Micro-organizations combined,3,WORKFORCE,7,Work-life balance and workload
225022,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",44,56,9999,9999,9999,9999,9999,9999,9999,9999,44,99,9999,2525,Public Service,3,WORKFORCE,7,Work-life balance and workload
225023,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",46,54,9999,9999,9999,9999,9999,9999,9999,9999,46,99,9999,422,Canada Revenue Agency,3,WORKFORCE,7,Work-life balance and workload
225024,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",43,57,9999,9999,9999,9999,9999,9999,9999,9999,43,99,9999,257,Employment and Social Development Canada,3,WORKFORCE,7,Work-life balance and workload
225025,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",53,47,9999,9999,9999,9999,9999,9999,9999,9999,53,99,9999,356,Department of National Defence,3,WORKFORCE,7,Work-life balance and workload
225026,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",39,61,9999,9999,9999,9999,9999,9999,9999,9999,39,99,9999,131,Correctional Service Canada,3,WORKFORCE,7,Work-life balance and workload
225027,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",44,56,9999,9999,9999,9999,9999,9999,9999,9999,44,99,9999,60,Fisheries and Oceans Canada,3,WORKFORCE,7,Work-life balance and workload
225028,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",47,53,9999,9999,9999,9999,9999,9999,9999,9999,47,99,9999,41,Health Canada,3,WORKFORCE,7,Work-life balance and workload
225029,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",48,52,9999,9999,9999,9999,9999,9999,9999,9999,48,99,9999,123,Public Services and Procurement Canada,3,WORKFORCE,7,Work-life balance and workload
225030,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",43,57,9999,9999,9999,9999,9999,9999,9999,9999,43,99,9999,44,Statistics Canada,3,WORKFORCE,7,Work-life balance and workload
225031,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,35,Agriculture and Agri-Food Canada,3,WORKFORCE,7,Work-life balance and workload
225032,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",42,58,9999,9999,9999,9999,9999,9999,9999,9999,42,99,9999,31,"Innovation, Science and Economic Development Canada",3,WORKFORCE,7,Work-life balance and workload
225033,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,48,Environment and Climate Change Canada,3,WORKFORCE,7,Work-life balance and workload
225034,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",43,57,9999,9999,9999,9999,9999,9999,9999,9999,43,99,9999,56,Transport Canada,3,WORKFORCE,7,Work-life balance and workload
225035,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",27,73,9999,9999,9999,9999,9999,9999,9999,9999,27,99,9999,48,"Immigration, Refugees and Citizenship Canada",3,WORKFORCE,7,Work-life balance and workload
225036,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,42,Global Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
225037,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",26,74,9999,9999,9999,9999,9999,9999,9999,9999,26,99,9999,32,Natural Resources Canada,3,WORKFORCE,7,Work-life balance and workload
225038,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",42,58,9999,9999,9999,9999,9999,9999,9999,9999,42,99,9999,67,Royal Canadian Mounted Police,3,WORKFORCE,7,Work-life balance and workload
225039,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",42,58,9999,9999,9999,9999,9999,9999,9999,9999,42,99,9999,55,Indigenous Services Canada,3,WORKFORCE,7,Work-life balance and workload
225040,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",49,51,9999,9999,9999,9999,9999,9999,9999,9999,49,99,9999,55,Veterans Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
225041,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,34,Department of Justice,3,WORKFORCE,7,Work-life balance and workload
225042,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",59,41,9999,9999,9999,9999,9999,9999,9999,9999,59,99,9999,10,Canadian Heritage,3,WORKFORCE,7,Work-life balance and workload
225044,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",35,65,9999,9999,9999,9999,9999,9999,9999,9999,35,99,9999,17,Crown-Indigenous Relations and Northern Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
225048,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",47,53,9999,9999,9999,9999,9999,9999,9999,9999,47,99,9999,17,Treasury Board of Canada Secretariat,3,WORKFORCE,7,Work-life balance and workload
225056,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",41,59,9999,9999,9999,9999,9999,9999,9999,9999,41,99,9999,78,Shared Services Canada,3,WORKFORCE,7,Work-life balance and workload
225064,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",42,58,9999,9999,9999,9999,9999,9999,9999,9999,42,99,9999,30,National Research Council Canada,3,WORKFORCE,7,Work-life balance and workload
225066,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",22,78,9999,9999,9999,9999,9999,9999,9999,9999,22,99,9999,10,Public Safety Canada,3,WORKFORCE,7,Work-life balance and workload
225070,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",64,36,9999,9999,9999,9999,9999,9999,9999,9999,64,99,9999,11,Canadian Nuclear Safety Commission,3,WORKFORCE,7,Work-life balance and workload
225071,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",29,71,9999,9999,9999,9999,9999,9999,9999,9999,29,99,9999,14,Public Health Agency of Canada,3,WORKFORCE,7,Work-life balance and workload
225078,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",33,67,9999,9999,9999,9999,9999,9999,9999,9999,33,99,9999,122,Canada Border Services Agency,3,WORKFORCE,7,Work-life balance and workload
225080,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",41,59,9999,9999,9999,9999,9999,9999,9999,9999,41,99,9999,46,Canadian Food Inspection Agency,3,WORKFORCE,7,Work-life balance and workload
225081,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",48,52,9999,9999,9999,9999,9999,9999,9999,9999,48,99,9999,40,Parks Canada,3,WORKFORCE,7,Work-life balance and workload
225082,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",42,58,9999,9999,9999,9999,9999,9999,9999,9999,42,99,9999,17,Communications Security Establishment Canada,3,WORKFORCE,7,Work-life balance and workload
225087,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",21,79,9999,9999,9999,9999,9999,9999,9999,9999,21,99,9999,10,Statistical Survey Operations,3,WORKFORCE,7,Work-life balance and workload
225088,2020,Q119B = 1,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion",2023,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",51,49,9999,9999,9999,9999,9999,9999,9999,9999,51,99,9999,12,Micro-organizations combined,3,WORKFORCE,7,Work-life balance and workload
225089,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,14082,Public Service,3,WORKFORCE,7,Work-life balance and workload
225090,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,2592,Canada Revenue Agency,3,WORKFORCE,7,Work-life balance and workload
225091,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",39,61,9999,9999,9999,9999,9999,9999,9999,9999,39,99,9999,1735,Employment and Social Development Canada,3,WORKFORCE,7,Work-life balance and workload
225092,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",49,51,9999,9999,9999,9999,9999,9999,9999,9999,49,99,9999,1128,Department of National Defence,3,WORKFORCE,7,Work-life balance and workload
225093,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",42,58,9999,9999,9999,9999,9999,9999,9999,9999,42,99,9999,897,Correctional Service Canada,3,WORKFORCE,7,Work-life balance and workload
225094,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,381,Fisheries and Oceans Canada,3,WORKFORCE,7,Work-life balance and workload
225095,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",47,53,9999,9999,9999,9999,9999,9999,9999,9999,47,99,9999,353,Health Canada,3,WORKFORCE,7,Work-life balance and workload
225096,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",52,48,9999,9999,9999,9999,9999,9999,9999,9999,52,99,9999,706,Public Services and Procurement Canada,3,WORKFORCE,7,Work-life balance and workload
225097,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",52,48,9999,9999,9999,9999,9999,9999,9999,9999,52,99,9999,273,Statistics Canada,3,WORKFORCE,7,Work-life balance and workload
225098,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",41,59,9999,9999,9999,9999,9999,9999,9999,9999,41,99,9999,247,Agriculture and Agri-Food Canada,3,WORKFORCE,7,Work-life balance and workload
225099,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,247,"Innovation, Science and Economic Development Canada",3,WORKFORCE,7,Work-life balance and workload
225100,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",55,45,9999,9999,9999,9999,9999,9999,9999,9999,55,99,9999,248,Environment and Climate Change Canada,3,WORKFORCE,7,Work-life balance and workload
225101,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",51,49,9999,9999,9999,9999,9999,9999,9999,9999,51,99,9999,229,Transport Canada,3,WORKFORCE,7,Work-life balance and workload
225102,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",39,61,9999,9999,9999,9999,9999,9999,9999,9999,39,99,9999,369,"Immigration, Refugees and Citizenship Canada",3,WORKFORCE,7,Work-life balance and workload
225103,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,261,Global Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
225104,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",45,55,9999,9999,9999,9999,9999,9999,9999,9999,45,99,9999,172,Natural Resources Canada,3,WORKFORCE,7,Work-life balance and workload
225105,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",53,47,9999,9999,9999,9999,9999,9999,9999,9999,53,99,9999,261,Royal Canadian Mounted Police,3,WORKFORCE,7,Work-life balance and workload
225106,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",41,59,9999,9999,9999,9999,9999,9999,9999,9999,41,99,9999,261,Indigenous Services Canada,3,WORKFORCE,7,Work-life balance and workload
225107,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",50,50,9999,9999,9999,9999,9999,9999,9999,9999,50,99,9999,238,Veterans Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
225108,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",43,57,9999,9999,9999,9999,9999,9999,9999,9999,43,99,9999,229,Department of Justice,3,WORKFORCE,7,Work-life balance and workload
225109,2020,Q119B = 2,"A hearing disability affects ability to hear, including being hard of hearing, deafness or acoustic distortion - Not selected",2024,Q28,"Question 28. Since the beginning of the COVID-19 pandemic, have you requested flexible work hours, either formally or informally?",59,41,9999,9999,9999,9999,9999,9999,9999,9999,59,99,9999,87,Canadian Heritage,3,WORKFORCE,7,Work-life balance and workload
